,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,t_date,open,adj_close,intraday_return
695,GULFOILLUB,Record Date,03082023163109,https://nsearchives.nseindia.com/corporate/GULFOILLUB_03082023163109_OutcomeofBMOthers.pdf,Gulf Oil Lubricants India Limited,INE635Q01029,2023-08-03 16:31:09,2023-08-03 16:31:09,,,,"Gulf Oil Lubricants India Limited has informed the exchange regarding the  record date  as Friday, August 25, 2023 for determining the entitlement of Members to dividend payment, on equity shares, for the financial year ended March 31, 2023, as recommended by the Board on May 18, 2023, if approved and declared at the ensuing 15th AGM.",,,,03-Aug-2023 16:31:23,00:00:14,2023-08-04 16:31:09,552.45,547.49,-0.8978188071318737
696,KTKBANK,Record Date,03082023154345,https://nsearchives.nseindia.com/corporate/KTKBANK_03082023154345_KBLJune2023.pdf,The Karnataka Bank Limited,INE614B01018,2023-08-03 15:43:45,2023-08-03 15:43:45,,Banks,,The Karnataka Bank Limited has informed the Exchange that Record date for the purpose of Dividend  is 22-Aug-2023.,,,,03-Aug-2023 15:44:03,00:00:18,2023-08-04 15:43:45,219.95,209.57,-4.7192543759945424
697,HAL,Record Date,03082023153529,https://nsearchives.nseindia.com/corporate/HAL_03082023153529_intimationofAGM03082023.pdf,Hindustan Aeronautics Limited,INE066F01012,2023-08-03 15:35:29,2023-08-03 15:35:29,,,,Hindustan Aeronautics Limited has informed the Exchange that Record date for the purpose of Dividend  is 24-Aug-2023.,,,,03-Aug-2023 15:35:43,00:00:14,2023-08-04 15:35:29,1892.5,1861.05,-1.6618229854689588
701,JBMA,Record Date,02082023204433,https://nsearchives.nseindia.com/corporate/JBMA_02082023204433_agmintimationsigned.pdf,JBM Auto Limited,INE927D01010,2023-08-02 20:44:33,2023-08-02 20:44:33,,Auto Ancillaries,,JBM Auto Limited has informed the Exchange that Record date for the purpose of Dividend & E-voting at Annual General Meeting  is 09-Sep-2023.,,,,02-Aug-2023 20:44:46,00:00:13,2023-08-03 20:44:33,1362.0,1340.02,-1.61380323054332
702,AMRUTANJAN,Record Date,02082023174715,https://nsearchives.nseindia.com/corporate/AMRUTANJAN_02082023174715_upload.pdf,Amrutanjan Health Care Limited,INE098F01015,2023-08-02 17:47:15,2023-08-02 17:47:15,,Pharmaceuticals,,Amrutanjan Health Care Limited has informed the Exchange that Record date for the purpose of Dividend & Meeting  is 14-Sep-2023.,,,,02-Aug-2023 17:47:36,00:00:21,2023-08-03 17:47:15,650.0,637.19,-1.9707692307692224
703,NHPC,Record Date,02082023170748,https://nsearchives.nseindia.com/corporate/NHPC_02082023170748_SE_Intimation_47_AGM.pdf,NHPC Limited,INE848E01016,2023-08-02 17:07:48,2023-08-02 17:07:48,,Power,,"NHPC Limited has fixed Tuesday, August 22, 2023 as ''Record Date'' for determining entitlement of members to receive final dividend for the financial year 2022-23, if declared at the 47th AGM scheduled to be held on Thursday, August 31, 2023.",,,,02-Aug-2023 17:08:00,00:00:12,2023-08-03 17:07:48,49.15,49.2,0.10172939979654988
704,CLEDUCATE,Record Date,02082023164007,https://nsearchives.nseindia.com/corporate/CLEDUCATE_02082023164007_CL_Outcome_BM_02082023_final.pdf,CL Educate Limited,INE201M01011,2023-08-02 16:40:07,2023-08-02 16:40:07,,,,CL Educate Limited has informed the Exchange that Record date for the purpose of Buyback  is 14-Aug-2023.,,,,02-Aug-2023 16:40:38,00:00:31,2023-08-03 16:40:07,77.0,74.3,-3.50649350649351
708,BHARTIARTL,Record Date,01082023221902,https://nsearchives.nseindia.com/corporate/BHARTIARTL_01082023221902_DividendRecorddateIntimation.pdf,Bharti Airtel Limited,INE397D01024,2023-08-01 22:19:02,2023-08-01 22:19:02,,Telecommunication - Services,,Bharti Airtel Limited has informed the Exchange that Record date for the purpose of Dividend  is 11-Aug-2023.,,,,01-Aug-2023 22:19:25,00:00:23,2023-08-02 22:19:02,883.2,874.08,-1.0326086956521743
709,JINDRILL,Record Date,01082023220439,https://nsearchives.nseindia.com/corporate/JINDRILL_01082023220439_RecordDateJDIL.pdf,Jindal Drilling And Industries Limited,INE742C01031,2023-08-01 22:04:39,2023-08-01 22:04:39,,Oil Exploration/Production,,Jindal Drilling And Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 14-Aug-2023.,,,,01-Aug-2023 22:04:54,00:00:15,2023-08-02 22:04:39,399.05,383.71,-3.8441298082947077
710,MAHSEAMLES,Record Date,01082023211823,https://nsearchives.nseindia.com/corporate/MAHSEAMLES_01082023211824_RecordDateMSL.pdf,Maharashtra Seamless Limited,INE271B01025,2023-08-01 21:18:23,2023-08-01 21:18:23,,Steel And Steel Products,,Maharashtra Seamless Limited has informed the Exchange that Record date for the purpose of Dividend  is 14-Aug-2023.,,,,01-Aug-2023 21:18:39,00:00:16,2023-08-02 21:18:23,495.35,473.92,-4.326233975976584
711,OSWALSEEDS,Record Date,01082023192733,https://nsearchives.nseindia.com/corporate/OSWALSEEDS_01082023192733_Notice_Record_date_split.pdf,ShreeOswal Seeds And Chemicals Limited,INE00IK01011,2023-08-01 19:27:33,2023-08-01 19:27:33,,,,ShreeOswal Seeds And Chemicals Limited has informed the Exchange that Record date for the purpose of Split/Subdivision  is 18-Aug-2023.,,,,01-Aug-2023 19:27:46,00:00:13,2023-08-02 19:27:33,57.09,55.28,-3.17043265020144
712,METROBRAND,Record Date,01082023192010,https://nsearchives.nseindia.com/corporate/METROBRAND_01082023192010_MBL_Recorddate.pdf,Metro Brands Limited,INE317I01021,2023-08-01 19:20:10,2023-08-01 19:20:10,,,,Metro Brands Limited has informed the Exchange that Record date for the purpose of Dividend  is 01-Sep-2023.,,,,01-Aug-2023 19:20:25,00:00:15,2023-08-02 19:20:10,1021.0,1050.65,2.9040156709108804
713,METROBRAND,Record Date,01082023191749,https://nsearchives.nseindia.com/corporate/METROBRAND_01082023191749_MBL_Recorddate.pdf,Metro Brands Limited,INE317I01021,2023-08-01 19:17:49,2023-08-01 19:17:49,,,,Metro Brands Limited has informed the Exchange that Record date for the purpose of Dividend  is 01-Sep-2023.,,,,01-Aug-2023 19:18:06,00:00:17,2023-08-02 19:17:49,1021.0,1050.65,2.9040156709108804
714,GMMPFAUDLR,Record Date,01082023183024,https://nsearchives.nseindia.com/corporate/GMMPFAUDLR_01082023183024_SEIntimationARFY23signed.pdf,GMM Pfaudler Limited,INE541A01023,2023-08-01 18:30:24,2023-08-01 18:30:24,,,,GMM Pfaudler Limited has informed the Exchange that Record date for the purpose of Final Dividend FY23 if approved by the shareholders  is 29-Aug-2023.,,,,01-Aug-2023 18:30:50,00:00:26,2023-08-02 18:30:24,1450.0,1443.27,-0.46413793103448403
715,WONDERLA,Record Date,01082023180746,https://nsearchives.nseindia.com/corporate/WONDERLA_01082023180746_dividendrelated01082023_Signed.pdf,Wonderla Holidays Limited,INE066O01014,2023-08-01 18:07:46,2023-08-01 18:07:46,,,,Wonderla Holidays Limited has informed the Exchange that Record date for the purpose of Dividend  is 11-Aug-2023.,,,,01-Aug-2023 18:08:08,00:00:22,2023-08-02 18:07:46,623.0,618.7,-0.6902086677367503
716,IRISDOREME,Record Date,01082023172745,https://nsearchives.nseindia.com/corporate/IRISDOREME_01082023172745_Iris_Record_Date_Intimation.pdf,Iris Clothings Limited,INE01GN01017,2023-08-01 17:27:45,2023-08-01 17:27:45,,,,Iris Clothings Limited has informed the Exchange that Record date for the purpose of Split/Subdivision  is 11-Aug-2023.,,,,01-Aug-2023 17:28:00,00:00:15,2023-08-02 17:27:45,91.74,89.88,-2.0274689339437537
718,JUBLPHARMA,Record Date,31072023231325,https://nsearchives.nseindia.com/corporate/JUBLPHARMA_31072023231325_JPMDividendDisclosure.pdf,Jubilant Pharmova Limited,INE700A01033,2023-07-31 23:13:25,2023-07-31 23:13:25,,,,Jubilant Pharmova Limited has informed the Exchange that Record date for the purpose of Dividend  is 10-Aug-2023.,,,,31-Jul-2023 23:13:37,00:00:12,2023-08-01 23:13:25,378.0,368.44,-2.5291005291005297
719,JUBLINGREA,Record Date,31072023203307,https://nsearchives.nseindia.com/corporate/JUBLINGREA_31072023203307_FinalDividendRecordDateIntimation.pdf,Jubilant Ingrevia Limited,INE0BY001018,2023-07-31 20:33:07,2023-07-31 20:33:07,,,,Jubilant Ingrevia Limited has informed the Exchange that Record date for the purpose of Dividend  is 10-Aug-2023.,,,,31-Jul-2023 20:33:23,00:00:16,2023-08-01 20:33:07,415.95,421.45,1.322274311816324
720,MGL,Record Date,31072023195535,https://nsearchives.nseindia.com/corporate/MGL_31072023195535_Intimation28thAGMBookClosuresigned.pdf,Mahanagar Gas Limited,INE002S01010,2023-07-31 19:55:35,2023-07-31 19:55:35,,,,Mahanagar Gas Limited has informed the Exchange that Record date for the purpose of Dividend  is 16-Aug-2023.,,,,31-Jul-2023 19:55:49,00:00:14,2023-08-01 19:55:35,1118.3,1094.25,-2.1505857104533628
721,CONTROLPR,Record Date,31072023193145,https://nsearchives.nseindia.com/corporate/CONTROLPR_31072023193145_intimationrecorddate.pdf,Control Print Limited,INE663B01015,2023-07-31 19:31:45,2023-07-31 19:31:45,,,,Control Print Limited has informed the Exchange that Record date for the purpose of Buyback  is 18-Aug-2023.,,,,31-Jul-2023 19:31:59,00:00:14,2023-08-01 19:31:45,639.1,684.9,7.1663276482553515
722,SOUTHBANK,Record Date,31072023184023,https://nsearchives.nseindia.com/corporate/SOUTHBANK_31072023184023_STTOUTCOMEEAOAAGMSIGNED.pdf,The South Indian Bank Limited,INE683A01015,2023-07-31 18:40:23,2023-07-31 18:40:23,,Banks,,The South Indian Bank Limited has informed the Exchange that Record date for the purpose of Dividend & Meeting  is 17-Aug-2023.,,,,31-Jul-2023 18:40:35,00:00:12,2023-08-01 18:40:23,19.7,19.91,1.0659898477157403
723,JSWSTEEL,Record Date,31072023183258,https://nsearchives.nseindia.com/corporate/JSWSTEEL_31072023183259_SERecordDateIspatandCSSL.pdf,JSW Steel Limited,INE019A01020,2023-07-31 18:32:58,2023-07-31 18:32:58,,Steel And Steel Products,,JSW Steel Limited has informed the Exchange that Record date for the purpose of Merger/HiveOff  is 10-Aug-2023.,,,,31-Jul-2023 18:33:40,00:00:42,2023-08-01 18:32:58,823.0,820.9,-0.255164034021874
724,MAXVIL,Record Date,31072023181106,https://nsearchives.nseindia.com/corporate/MAXVIL_31072023181106_StockExchangeletterIntimation.pdf,Max Ventures and Industries Limited,INE154U01015,2023-07-31 18:11:06,2023-07-31 18:11:06,,,,Max Ventures and Industries Limited has informed the Exchange that Record date for the purpose of Merger/HiveOff  is 11-Aug-2023.,,,,31-Jul-2023 18:11:19,00:00:13,2023-08-01 18:11:06,0.0,0.0,0.0
725,RPPL,Record Date,31072023161818,https://nsearchives.nseindia.com/corporate/RPPL_31072023161818_IntimationofAGMRecorddateRPPL.pdf,Rajshree Polypack Limited,INE760W01015,2023-07-31 16:18:18,2023-07-31 16:18:18,,,,Rajshree Polypack Limited has informed the Exchange that Record date for the purpose of Dividend  is 24-Aug-2023.,,,,31-Jul-2023 16:18:31,00:00:13,2023-08-01 16:18:18,163.0,156.04,-4.269938650306753
726,BPCL,Record Date,31072023153522,https://nsearchives.nseindia.com/corporate/BPCL_31072023153523_stexchRD31723.pdf,Bharat Petroleum Corporation Limited,INE029A01011,2023-07-31 15:35:22,2023-07-31 15:35:22,,Refineries,,Bharat Petroleum Corporation Limited has informed the Exchange that Record date for the purpose of Dividend  is 11-Aug-2023,,,,31-Jul-2023 15:35:35,00:00:13,2023-08-01 15:35:22,377.5,356.49,-5.565562913907282
729,HGINFRA,Record Date,29072023214603,https://nsearchives.nseindia.com/corporate/HGINFRA_29072023214603_Intimationofrecorddate.pdf,H.G. Infra Engineering Limited,INE926X01010,2023-07-29 21:46:03,2023-07-29 21:46:03,,,,H.G. Infra Engineering Limited has informed the Exchange that Record date for the purpose of Dividend  is 14-Aug-2023.,,,,29-Jul-2023 21:46:16,00:00:13,2023-07-30 21:46:03,938.5,949.01,1.1198721363878519
730,MANAKCOAT,Record Date,29072023173832,https://nsearchives.nseindia.com/corporate/MANAKCOAT_29072023173833_MCMILOutcome29072023.pdf,Manaksia Coated Metals & Industries Limited,INE830Q01018,2023-07-29 17:38:32,2023-07-29 17:38:32,,,,Manaksia Coated Metals & Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 22-Aug-2023.,,,,29-Jul-2023 17:38:46,00:00:14,2023-07-30 17:38:32,17.25,16.92,-1.9130434782608596
731,DLINKINDIA,Record Date,29072023160250,https://nsearchives.nseindia.com/corporate/DLINKINDIA_29072023160250_BM_RC_AGM.pdf,D-Link (India) Limited,INE250K01012,2023-07-29 16:02:50,2023-07-29 16:02:50,,Computers - Hardware,,D-Link (India) Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Aug-2023.,,,,29-Jul-2023 16:03:04,00:00:14,2023-07-30 16:02:50,307.65,294.47,-4.284089062246043
734,NDLVENTURE,Record Date,28072023182713,https://nsearchives.nseindia.com/corporate/NDLVENTURE_28072023182713_CorporateAction.pdf,NDL Ventures Limited,INE353A01023,2023-07-28 18:27:13,2023-07-28 18:27:13,,,,NDL Ventures Limited has informed the Exchange that Record date for the purpose of Dividend  is 25-Aug-2023.,,,,28-Jul-2023 18:27:21,00:00:08,2023-07-29 18:27:13,126.0,127.8,1.4285714285714264
735,ISGEC,Record Date,28072023174458,https://nsearchives.nseindia.com/corporate/ISGEC_28072023174458_INTIMATION.pdf,Isgec Heavy Engineering Limited,INE858B01029,2023-07-28 17:44:58,2023-07-28 17:44:58,,,,Isgec Heavy Engineering Limited has informed the Exchange that Record date for the purpose of DI  is 16-Aug-2023.,,,,28-Jul-2023 17:45:23,00:00:25,2023-07-29 17:44:58,727.2,735.42,1.1303630363036183
736,NACLIND,Record Date,28072023174319,https://nsearchives.nseindia.com/corporate/NACLIND_28072023174319_IntimationofRD.pdf,NACL Industries Limited,INE295D01020,2023-07-28 17:43:19,2023-07-28 17:43:19,,,,NACL Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 08-Sep-2023.,,,,28-Jul-2023 17:43:26,00:00:07,2023-07-29 17:43:19,83.45,80.95,-2.9958058717795084
737,BALKRISIND,Record Date,28072023165011,https://nsearchives.nseindia.com/corporate/BALKRISIND_28072023165012_LetterBMIntimation05082023signed.pdf,Balkrishna Industries Limited,INE787D01018,2023-07-28 16:50:11,2023-07-28 16:50:11,,Tyres,,"Balkrishna Industries Limited has informed the Exchange that Record date for the purpose of  1st Interim Dividend 2023-24  is 12-Aug-2023, if any.",,,,28-Jul-2023 16:50:41,00:00:30,2023-07-29 16:50:11,2464.7,2529.95,2.6473810200024346
738,IRCTC,Record Date,28072023161122,https://nsearchives.nseindia.com/corporate/IRCTC_28072023161132_SEintimationfor24thAGM.pdf,Indian Railway Catering And Tourism Corporation Limited,INE335Y01012,2023-07-28 16:11:22,2023-07-28 16:11:22,,,,Indian Railway Catering And Tourism Corporation Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Aug-2023.,,,,28-Jul-2023 16:11:39,00:00:17,2023-07-29 16:11:22,632.5,636.33,0.6055335968379512
739,PEL,Record Date,28072023155223,https://nsearchives.nseindia.com/corporate/PEL_28072023155223_PEL_Board_Meeting_Outcome_Buyback_signed.pdf,Piramal Enterprises Limited,INE140A01024,2023-07-28 15:52:23,2023-07-28 15:52:23,,Pharmaceuticals,,Piramal Enterprises Limited has informed the Exchange  Record date for the purpose of Buyback,,,,28-Jul-2023 15:53:05,00:00:42,2023-07-29 15:52:23,1078.0,1011.75,-6.145640074211503
741,PFIZER,Record Date,27072023220650,https://nsearchives.nseindia.com/corporate/PFIZER_27072023220650_StockExchangeintimationAnnualReport23.pdf,Pfizer Limited,INE182A01018,2023-07-27 22:06:50,2023-07-27 22:06:50,,Pharmaceuticals,,"This is to  inform you that the Record Date for the payment of final dividend of Rs.40.00/- (400%) per equity share for the financial year ended March 31, 2023 is Friday, August 11, 2023.",,,,27-Jul-2023 22:06:58,00:00:08,2023-07-28 22:06:50,3900.0,3973.13,1.8751282051282079
742,ACCELYA,Record Date,27072023200903,https://nsearchives.nseindia.com/corporate/ACCELYA_27072023200903_Coveringletterdividendupdates.pdf,Accelya Solutions India Limited,INE793A01012,2023-07-27 20:09:03,2023-07-27 20:09:03,,Computers - Software,,Accelya Solutions India Limited has informed the Exchange that Record date for the purpose of Dividend  is 06-Oct-2023.Kindly ignore earlier submission which was inadvertantly uploaded without affixing DSC on covering letter.,,,,27-Jul-2023 20:09:16,00:00:13,2023-07-28 20:09:03,1416.3,1310.46,-7.472993009955513
743,ACCELYA,Record Date,27072023194944,https://nsearchives.nseindia.com/corporate/ACCELYA_27072023194944_Coveringletterdividendupdates.pdf,Accelya Solutions India Limited,INE793A01012,2023-07-27 19:49:44,2023-07-27 19:49:44,,Computers - Software,,Accelya Solutions India Limited has informed the Exchange that Record date for the purpose of Dividend  is 06-Oct-2023.,,,,27-Jul-2023 19:49:53,00:00:09,2023-07-28 19:49:44,1416.3,1310.46,-7.472993009955513
744,SHYAMMETL,Record Date,27072023182145,https://nsearchives.nseindia.com/corporate/SHYAMMETL_27072023182145_SMELOutcomeofBM27072023Final.pdf,Shyam Metalics and Energy Limited,INE810G01011,2023-07-27 18:21:45,2023-07-27 18:21:45,,,,Shyam Metalics And Energy Limited has informed the Exchange that Record date for the purpose of Meeting  is 14-Sep-2023.,,,,27-Jul-2023 18:22:00,00:00:15,2023-07-28 18:21:45,403.0,393.7,-2.3076923076923106
748,SIRCA,Record Date,26072023221929,https://nsearchives.nseindia.com/corporate/SIRCA_26072023221929_INTIMATION.pdf,Sirca Paints India Limited,INE792Z01011,2023-07-26 22:19:29,2023-07-26 22:19:29,,,,Sirca Paints India Limited has informed the Exchange that Record date for the purpose of Final Dividend & E-voting at the 18th AGM is 18-Aug-2023.,,,,26-Jul-2023 22:19:37,00:00:08,2023-07-27 22:19:29,369.7,360.74,-2.423586691912356
749,WONDERLA,Record Date,26072023174643,https://nsearchives.nseindia.com/corporate/WONDERLA_26072023174643_AGMrelated24082023_Signed.pdf,Wonderla Holidays Limited,INE066O01014,2023-07-26 17:46:43,2023-07-26 17:46:43,,,,Wonderla Holidays Limited has informed the Exchange that Record date for the purpose of Dividend  is 11-Aug-2023.,,,,26-Jul-2023 17:46:51,00:00:08,2023-07-27 17:46:43,605.0,622.04,2.8165289256198287
750,GODFRYPHLP,Record Date,26072023173821,https://nsearchives.nseindia.com/corporate/GODFRYPHLP_26072023173821_IntimationofBookclosureAGM.pdf,Godfrey Phillips India Limited,INE260B01010,2023-07-26 17:38:21,2023-07-26 17:38:21,,Cigarettes,,Godfrey Phillips India Limited has informed the Exchange that Record date for the purpose of Dividend  is 11-Aug-2023.,,,,26-Jul-2023 17:38:36,00:00:15,2023-07-27 17:38:21,1975.0,1869.37,-5.348354430379753
751,MANINDS,Record Date,26072023165308,https://nsearchives.nseindia.com/corporate/MANINDS_26072023165308_MIILBMINTIMATION07082023.pdf,Man Industries (India) Limited,INE993A01026,2023-07-26 16:53:08,2023-07-26 16:53:08,,Steel And Steel Products,,Man Industries (India) Limited has informed the Exchange that Record date for the purpose of Dividend  is 16-Aug-2023.,,,,26-Jul-2023 16:53:15,00:00:07,2023-07-27 16:53:08,134.0,137.35,2.4999999999999956
752,MANYAVAR,Record Date,26072023162510,https://nsearchives.nseindia.com/corporate/MANYAVAR_26072023162510_OutcomeofBoardMeetingOtherItems.pdf,Vedant Fashions Limited,INE825V01034,2023-07-26 16:25:10,2023-07-26 16:25:10,,,,Vedant Fashions Limited has informed the Exchange that Record date for the purpose of Dividend  is 17-Aug-2023.,,,,26-Jul-2023 16:25:18,00:00:08,2023-07-27 16:25:10,1220.0,1226.67,0.5467213114754158
